,,,,,,,
,matiere,langue enseignement,liste études (codes),liste des n°s sciper enseignants,liste des enseignants,liste orientations/sections sans doublons,liste URL fiche sans doublons
,Signal processing  for audio and acoustics,en,IN-MA3# IN-MA1#SC-MA1# SC-MA3,144820,Faller Christof,IN#SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71833684&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71833684&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683147&ww_c_langue=en
,Signal processing for communications,en,IN-BA6#MA-MA2#SC-BA6,110610,Prandoni Paolo,IN#ING_MATH#MATH#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24007074&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24007074&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24007074&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en
,Signal processing for functional brain imaging,en,EL-MA2#SV-MA2,152027#206506,Van De Ville Dimitri#Saenz Melissa,EL#SV_B#SV_STV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352259786&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352259786&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=en
,Signals and systems I,fr,MT-BA5,115227,Unser Michaël,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776307&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683117&ww_c_langue=en
,Signals and systems I,fr,SV-BA5,115227#120906,Unser Michaël#Vandergheynst Pierre,SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24357026&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
,Signals and systems II,fr,MT-BA6,120906,Vandergheynst Pierre,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776312&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683117&ww_c_langue=en
,Signals and systems II,fr,SV-BA6,115227#120906,Unser Michaël#Vandergheynst Pierre,SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24357053&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
,"Signals, instruments, and systems",en,GC-BA6#SIE-BA6,105782,Martinoli Alcherio,GC#SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=227322132&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=227322132&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683117&ww_c_langue=en
,Sites remediation,fr,SIE-BA5,121849#169209,Holliger Christof#Barry David Andrew,SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71559290&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683117&ww_c_langue=en
,Social media and cyberculture,fr,SHS-BA5,105265,Glassey Olivier,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=900134861&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,"Social psychology : motivation, evaluation and performance",fr,SHS-BA5,166176#221106,Butera Fabrizio#Crouzevialle Marie,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=901803799&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,Social psychology : of the dynamics of conflict I,fr,SHS-MA1,166176#221107,Butera Fabrizio#Sommet Nicolas,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=901899951&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683147&ww_c_langue=en
,Social psychology : of the dynamics of conflict II,fr,SHS-MA2,166176#221107,Butera Fabrizio#Sommet Nicolas,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=901900020&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683147&ww_c_langue=en
,Software-defined radio : A hands-on course,en,IN-MA3# IN-MA1#SC-MA1# SC-MA3,113819,Rimoldi Bixio,IN#SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776347&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776347&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683147&ww_c_langue=en
,Software development project,en,IN-BA5#SC-BA5,172241,Candea George,IN#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348719454&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348719454&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en
,Software engineering,en,IN-BA5#MA-MA1# MA-MA3#SC-BA5,172241,Candea George,IN#MA_CO#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24092923&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24092923&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24092923&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en
,Software engineering project,fr,EL-BA3,104020#106795,Vachoux Alain#Zysman Eytan,EL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775792&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683117&ww_c_langue=en
,Soil mechanics and Groundwater seepage ,fr,AUDIT-E#GC-BA4,105611#106690,Laloui Lyesse#Vulliet Laurent,UNIL_GEU#GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=227317652&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=227317652&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683117&ww_c_langue=en
,Soil sciences,fr,SIE-BA3,105325#169209,Guenat Claire#Barry David Andrew,SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71556171&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683117&ww_c_langue=en
,Soil water regime management,en,SIE-MA1# SIE-MA3,174097,Perona Paolo,SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=976982872&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683147&ww_c_langue=en
,Solid mechanics,fr,GM-BA6,104846,Curnier Alain,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774697&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en
,Solid state physics I,fr,PH-BA5,104651,Brune Harald,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775372&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Solid state physics II,fr,PH-BA6,104651,Brune Harald,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775377&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Solid state physics III,fr,PH-MA3# PH-MA1#PH-MA1# PH-MA3,159141,Mila Frédéric,ING_PHYS#PHYS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775382&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683147&ww_c_langue=en
,Solid State Physics IV,en,PH-MA2,176429,Rønnow Henrik,ING_PHYS#PHYS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=140433189&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683147&ww_c_langue=en
,"Spacecraft avionics systems, architectures and processors",en,MINEUR-E,173663,Storni Bruno,MIN_TEC_SPACE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1090728522&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936295&ww_c_langue=en
,Spacecraft design and system engineering,en,MINEUR-H,171149,Richard Muriel,MIN_TEC_SPACE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=47244272&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936286&ww_c_langue=en
,Space mission design and operations,en,EL-MA2#GM-MA2#MINEUR-E#MT-MA2#MX-MA2,123275,Nicollier Claude,EL#GM#MIN_TEC_SPACE#MT#MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=231896292&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=231896292&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=231896292&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=231896292&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=231896292&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683147&ww_c_langue=en
,Space theory,fr,AR-MA1# AR-MA3#MINEUR-H,168003,Beaude Boris,AR#MIN_DEV_TER,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=227270058&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=227270058&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936286&ww_c_langue=en
,Spatial dynamics and territorial actors,fr,GC-BA3#GC-BA5,103660#106674#115221#117356,Schuler Martin#Von Der Mühll Dominique#Rumley Pierre-Alain#Ruzicka-Rossier Monique,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=125910731&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683117&ww_c_langue=en
,Spatial statistics and analysis,en,EME-MA1#SIE-MA1# SIE-MA3,105275#176402,Golay François#Berne Alexis,EME_MES#SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=72495962&ww_x_anneeacad=123455150&ww_i_section=637841336&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=72495962&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683147&ww_c_langue=en
,Spectroscopy,en,CGC-BA5,121774,Drabbels Marcel,CGC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=47987731&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683117&ww_c_langue=en
,Speech processing,en,EL-MA2,104991,Drygajlo Andrzej,EL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776992&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683147&ww_c_langue=en
,State and human rights,fr,SHS-BA3,218730#220141,Boillet Véronique#Stoudmann Patrick,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=235424562&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,Statics and Dynamics,fr,MT-BA2,162368,Shea Herbert,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776372&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683111&ww_c_langue=en
,Statics I,fr,GC-BA2,198189,Beyer Katrin,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=824222877&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en
,Statics II,fr,GC-BA4,106693#136291,Vurpillot Samuel#Lestuzzi Pierino,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=830891729&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683117&ww_c_langue=en
,Statistical analysis project III,fr,MA-MA1# MA-MA3#MA-MA3# MA-MA1,126096#151741,Profs divers *#Goldstein Darlène,MATH#ING_MATH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=129683781&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Statistical physics I,fr,PH-BA5,159141,Mila Frédéric,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775532&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Statistical physics II,fr,PH-BA6,159141,Mila Frédéric,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775537&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Statistical physics III,en,PH-MA3# PH-MA1#PH-MA1# PH-MA3,144344,De Los Rios Paolo,ING_PHYS#PHYS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=128851781&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683147&ww_c_langue=en
,Statistical physics IV,en,PH-MA2,103561,Savona Vincenzo,ING_PHYS#PHYS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=128851824&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683147&ww_c_langue=en
,Statistical physics of biomacromolecules,en,PH-MA2#SV-MA2,144344,De Los Rios Paolo,ING_PHYS#PHYS#SV_B#SV_STV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=128851631&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=128851631&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=en
,Statistical signal processing and applications,en,IN-MA2#MA-MA2#SC-MA2# SC-MA4,145758#154787,Ridolfi Andrea#Jovanovic Ivana,IN#ING_MATH#MATH#SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771703&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771703&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771703&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683147&ww_c_langue=en
,Statistical theories and electronic of solids,en,CGC-MA1# CGC-MA3,105292,Graetzel Michael,CGC_CHIM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771708&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683147&ww_c_langue=en
,Statistical theory,en,MA-MA3# MA-MA1#MA-MA1# MA-MA3,180565,Panaretos Victor,ING_MATH#MATH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=47980922&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Statistics,fr,MA-BA4,105911,Morgenthaler Stephan,MA,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776377&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683117&ww_c_langue=en
,Statistics of extremes,en,MA-MA3# MA-MA1#MA-MA1# MA-MA3,111184,Davison Anthony C.,ING_MATH#MATH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3286323&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Steel bridges,fr,GC-MA2,105637,Lebet Jean-Paul,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775607&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683147&ww_c_langue=en
,Steel structures,fr,GC-MA1# GC-MA3,105637#113159,Lebet Jean-Paul#Nussbaumer Alain,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776477&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683147&ww_c_langue=en
,Stem cell biology and technology,en,SV-MA1# SV-MA3,106911#149977#172749,Lutolf Matthias#Barrandon Yann#Radtke Freddy,SV_B#SV_STV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=48289169&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=en
,Stochastic models in communication,fr,IN-BA5#SC-BA5,103925,Thiran Patrick,IN#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774997&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774997&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en
,Stochastics calculus,fr,MA-MA3# MA-MA1#MA-MA1# MA-MA3,104859,Dalang Robert,ING_MATH#MATH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=129610255&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Stone materials and conservation of the built heritage,fr,MX-MA1# MX-MA3,149278,Rousset Bénédicte,MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352059962&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683147&ww_c_langue=en
,"Strategic Management : Description, evaluation and business diagnostics",fr,SHS-MA1,188749,Madoeuf Stéphane,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=235425259&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683147&ww_c_langue=en
,"Strategic Management : Description, evaluation and business diagnostics II",fr,SHS-MA2,188749,Madoeuf Stéphane,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=249736253&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683147&ww_c_langue=en
,Strategic marketing & technology commercialization,en,AUDIT-H#MINEUR-H#MTE-MA1# MTE-MA3,181916,Durisin Boris,UNIL_HEC#MIN_MTE#MTE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352632242&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352632242&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352632242&ww_x_anneeacad=123455150&ww_i_section=946882&ww_i_niveau=6683147&ww_c_langue=en
,Structural analysis,fr,AUDIT-H#CGC-BA3,148588#174689,Patiny Luc#Tsybin Yury,UNIL_SFU#CGC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772250&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772250&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683117&ww_c_langue=en
,Structural concepts of buildings,fr,AR-BA5,192199,de Bussierre d'Ortenberg Arnauld Saint-Clair,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=724082669&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,Structural properties of condensed matter,fr,PH-BA4,153052,Schenk Kurt,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776397&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Structure and architecture,fr,GC-MA2,106699#133346#145823,Wahlen Pierre#Muttoni Aurelio#Salvi Renato,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=47458421&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683147&ww_c_langue=en
,Structure and reactivity,en,CGC-MA1# CGC-MA3,206338,Cramer Nicolai,CGC_CHIM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771718&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683147&ww_c_langue=en
,"Structures and materials I
",fr,AR-BA3,101009#121845,de Castro San Roman Julia#Keller Thomas,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348210408&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,"Structures and materials II
",fr,AR-BA4,101009#121845,de Castro San Roman Julia#Keller Thomas,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348210501&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,Structures I,fr,AR-BA1#GC-BA1,104671,Burdet Olivier,AR#GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776457&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776457&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en
,Structures II,fr,AR-BA2#GC-BA2,104671,Burdet Olivier,AR#GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776462&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776462&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en
,Student seminar : Security protocols and applications,en,MINEUR-E#SC-MA2# SC-MA4,107463#131602,Oechslin Philippe#Vaudenay Serge,MIN_IN_SEC#SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=25022918&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=25022918&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683147&ww_c_langue=en
,Studio BA1,fr,AR-BA1,173997,Dietz Dieter,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71467947&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683111&ww_c_langue=en
,Studio BA2,fr,AR-BA2,173997,Dietz Dieter,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71468034&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683111&ww_c_langue=en
,Studio BA3 (Bakker),fr,AR-BA3,115080,Bakker Marco,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=227172644&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,Studio BA3(Blanc A.),fr,AR-BA3,143954,Blanc Alexandre,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=227180534&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,Studio BA3 (Della Casa et Pfaehler),fr,AR-BA3,103076#171673,Pfaehler Sylvie#Della Casa Jeanne,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=898369090&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,Studio BA3 (Durisch et Nolli),fr,AR-BA3,,,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=898370046&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,Studio BA3 (Kuo),fr,AR-BA3,217925,Kuo Jeannette,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=898368070&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
,Studio BA3 (Mestelan),fr,AR-BA3,105835,Mestelan Patrick,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71469193&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
